levels,tid,phoneticword,pid,code,word,translation,definition,refn,code_status,ontology_branches
L5,439,asAdhya-rAjayakShmA/asAdhyaSoSha,420,BI-19,असाध्य-राजयक्ष्मा/असाध्यशोष,irremediable राजयक्ष्म ,"the disorder is characterized by महाशनम् [eats more quantity food], क्षीयमाणम् [debilitated], अतिसारनिपीडितम् [afflicted with diarrhoea], शूनमुष्कम् [swelling of scrotum], शूनोदरम् [enlargement/swelling of abdomen], शुक्लाक्षम् [whitish discolouration of eyes], अन्नद्वेष्टारम् [person having aversion towards food], ऊर्ध्वश्वासनिपीडितम् [afflicted with shortness of breathing], कृच्छ्रेण बहुमेहन्तम् [polyuria with dysuria] ",Su.U.41 /31; Ma.Ni.10/11,Active,
L5,440,cikitsya-rAjayakShmA,420,BI-20,चिकित्स्य-राजयक्ष्मा,curable राजयक्ष्म ,"the disorder is characterized by ज्वरानुबन्धरहितम् [not associated with fever], बलवन्तम् [having physical strength], क्रियासहम् [able to do activities/ableto sustain treatment procedures], आत्मवन्तम् [self control], दीप्ताग्निम् [having agni well kindled i.e. digesting well], अकृशम् [not emaciated] ",Ma.Ni.10/13,Active,
L5,441,rAjayakShmA-upadravaH,420,BI-21,राजयक्ष्मा-उपद्रवः,complications of राजयक्ष्म ,"the disorder is characterized by कण्ठोद्ध्वंसः [hoarseness of voice], उरोरुजम् [pain in the chest], जृम्भा [yawning], अङ्गमर्दः [generalised bodyache], निष्ठीवः [expectoration of sputum/spitting], वह्निसादः [diminution of अग्नि], आस्यपूतिता [putridness of mouth] ",,Active,
L5,442,yakShmA-ariShTaH,420,BI-22,यक्ष्मा-अरिष्टः,fatal signs of राजयक्ष्म ,"the disorder is characterized by अंसाभितापः/अंसतापः [burning sensation in shoulders/scapula], हिक्का [hiccup], शोणितच्छर्दिः/रक्तच्छर्दिः [vomiting of blood], आनाहः [barborygmus with distention], पार्श्वरुजा/पार्श्वशूलम् [pain in sides of chest/flanks] ",Ca.I.9/7; Ah.Sa.5/77; As.Sa. 11/9,Active,
L4,443,atikArSyam,383,BJ,अतिकार्श्यम्,emaciation in excess , ,,Active,
L3,444,malavaiShamyam,2,C,मलवैषम्यम्,derangement of excretory products , ,,Active,
L4,445,mUtravaiShamyam,444,CA,मूत्रवैषम्यम्,मूत्र vitiation , ,,Active,
L5,446,mUtrakShayaH,445,CA-1,मूत्रक्षयः,oliguria/anuria/anuresis ,"the disorder is characterized by मूत्रकृच्छ्रम् [dysuria], मूत्रवैवर्ण्यम् [discoluration of urine], पिपासा [thirst], मुखशोषः [dryness in mouth], बस्तितोदः/बस्तिनिस्तोदः [pricking painबस्ति/urinary bladder], अल्पमूत्रता [oliguria], सरुधिरमूत्रता [hematuria] ",Ca.Su.17/71; Su.U.58/17; As.Su.19/6; Ah.Su.11/22,Active,
L5,447,mUtravRuddhiH,445,CA-2,मूत्रवृद्धिः,polyuria ,"the disorder is characterized by मुहुर्मुहुः प्रवृत्तिम् [frequent micturition], बस्तितोदम्/बस्तिनिस्तोदम् [pricking pain बस्ति/urinary bladder], आध्मानम् [abdominal distension], कृतेऽपि अकृतसंज्ञताम् [feeling of urge even after micturition] ",Su.Su.15/15; As. Su.19/4; Ah.Su.11/13; As. Ni.11 /29; Ah.Ni.11/27,Active,
L4,448,purIShavaiShamyam,444,CB,पुरीषवैषम्यम्,abnormal stool , ,,Active,
L5,449,purIShakShayaH,448,CB-1,पुरीषक्षयः,depletion of feces ,"the disorder is characterized by आन्त्राणि पीडयन्निव मारुतः/आन्त्रवेष्टनम् [gripping type of pain (colic)], रूक्षस्य कुक्षिम् उन्नमयन् तिर्यग्-ऊर्ध्वं च गच्छति [], हृदयपीडा/हृदयपीडनम् [pain in the pericordial region/angina pectoris], पार्श्वपीडा/पार्श्वपीडनम् [pain in flanks], सशब्दस्य वायोः ऊर्ध्वगमनम्/सशब्दस्य वायोः कुक्षौ तिर्यग् ऊर्ध्वं च भ्रमणेन [upward movement of वायु with sound/upward, oblique movement of वायु with sound in abdomen], वायोः कुक्षौ संचरणम् [movement of वायु in कुक्शि ( increaed bowel movements in flanks)], अल्पतया च शकृत् (शकृत् अल्पता) [less quantity of feces] ",Ca.Su.17/70; Su.Su.15/11; As. Su.19/6; Ah.Su.11/21,Active,
L5,450,purIShavRuddhiH,448,CB-2,पुरीषवृद्धिः,morbid increase of पुरीष ,"the disorder is characterized by आटोपम्/कुक्षौ आटोपम् [gurgling sound in flanks], कुक्षौ शूलम्/कुक्षिशूलम्/कुक्षौ वेदनाम् [pain in the abdomen], गौरवम्/कुक्षौ गौरवम् [heaviness of abdomen], कुक्षौ आध्मानम् [enlargement of abdomen] ",Su.Su.15/15; As. Su.19/4; Ah.Su.11/13,Active,
L5,451,sAmamalaH,448,CB-3,साममलः,mala with आम ,"the disorder is characterized by स्रोतोरोधः [obstruction in स्रोतस्], बलभ्रंशः [diminution of physical strength], गौरवम् [heaviness], अनिलमूढता [supression of movements of वायु], आलस्यः [lethargy], अपक्तिः [indigestion], निष्ठीवः [spitting], मलसङ्गः [obstruction to passage of feces], अरुचिः [tastelessness], क्लमः [exhaustion without exertion] ",Ah.Su.13/24,Active,
L4,452,svedavaiShamyam,444,CC,स्वेदवैषम्यम्,disorders of perspiration , ,,Active,
L5,453,svedakShayaH,452,CC-1,स्वेदक्षयः,hypohidrosis/anhidrosis ,"the disorder is characterized by स्तब्धरोमकूपता/स्तब्धरोमता [stiff/rigid body hairs], त्वक्शोषः [wasting/contracture of skin], स्पर्शवैगुण्यम् [abnormality in touch perception], स्वेदनाशः [loss of perspiration], रोमच्यवनम्/रोमच्युतिः [hair fall], त्वक्परिपाटनम्/त्वक्स्फुटनम् [tearing/cracking of skin], त्वक्स्वापः [numbness of skin], त्वक्पारुष्यम् [hardness/roughness of skin] ",Su.Su.15/11; As. Sa.19/6; Ah.Su.11/22,Active,
L6,454,svedavRuddhiH,422,CC-2,स्वेदवृद्धिः,hyperhidrosis ,"the disorder is characterized by त्वचः दौर्गन्ध्यम्/दौर्गन्ध्यम् [bad odour of skin], कण्डूः [itching], स्वेदाधिक्यः/अतिस्वेदः [increased perspiration] ",Su.Su.15/15; As.Su.19/4; Ah.Su.11/14,Active,
L4,455,jihvAmUlagatamalaH,444,CZ-1,जिह्वामूलगतमलः,coat at the root of the tongue ,"the disorder is characterized by उच्छ्वासरोधि [restricted expiration], दौर्गन्ध्यम् [bad smell of the mouth/hallitosis] ",Ca.Su.5/75,Active,
L3,457,agnivaiShamyam,2,D,अग्निवैषम्यम्,derangement of digestive power ,the disorder is characterized by [] ,,Active,
L4,458,AmadoShaH,457,DA,आमदोषः,vitiated आम , ,,Active,
L5,461,asAdhya-AmadoShaH,458,DA-1,असाध्य-आमदोषः,irremediable vitiated-आम ,the disorder is characterized by श्यावदन्तः [brown coloured teeth] ,As.Su.11 /27,Active,
L4,462,jaTharAgnivikAraH,457,DB,जठराग्निविकारः,disorders of digestive power ,"the disorder is characterized by श्यावौष्ठः [brown coloured lips], श्यावनखः [brown coloured nails], अल्पसंज्ञः [semiconcious], वम्यर्दितः [afflicted with vomiting], अभ्यन्तरयातनेत्रः [sunken eyes], क्षामस्वरः [weak and feeble voice], सर्वविमुक्तसन्धिः [loosening of joints] ",,Active,
L5,463,mandAgniH/ agnisAda,462,DB-1,मन्दाग्निः/ अग्निसाद,subdued digestive power ,"the disorder is characterized by अल्पमप्युक्तं महता कालेन पचति/ सम्यगप्यन्नमुपयुक्तं चिरात्पचेत् [which digest the food even though proper, after a long time], उदरगौरवम्/गौरवम् [heavyness of abdomen/heavyness], शिरोगौरवम् [heavyness of head], कासः [cough], श्वासः [breathlessness/difficult breathing], प्रसेकः [excessive salivation], छर्दिः [vomiting], गात्रसदनम् [exhaustion or tiredness of body], आध्मानम् [abdominal distension], विबन्धः [constipation], आटोपः [gurgling sound of the intestines/barborygmus], आन्त्रकूजनम् [barborygmus/gurgling sound of intestines], मुखशोषः/आस्यशोषः [dryness of mouth], पायुस्तम्भः [inactivity/inertia of anus] ",Su.Su.35/24; Ma.Ni.6/6; As. Sa.6/32; Ah.Sa.3/76,Active,Note: Also Classifed under शोणितजन्यरोगः[ED-2]
