levels,tid,pid,code,word,arabic,translation,definition
L4,344,274,C-61,Waram al-Ḥanak,ورم الحنك,Palatitis,"Inflammation of soft and hard palate. It is of two types: acute and chronic. Acute type is characterized by redness, pain and swelling of the palate and chronic type is characterized by the presence of oedematous swelling without pain on the palate."
L4,345,274,C-62,Ḥikka al-Ḥanak,حكة الحنك,Itchy palate,"Itching of palate due to heat of brain and stomach along with the infiltration of saline phlegm at the onset of cold and coryza. It is characterized by dryness of nostrils, nausea, vomiting, etc."
L4,346,274,C-63,Waram al-Shafatayn,ورم الشفتين,Cheilitis,Inflammation of lips caused by accumulation and predominance of putrified humours
L4,347,274,C-64,Buthūr al-Shafatayn,بثور الشفتين,Herpes labialis/Herpes febrilis,A cluster of eruptions occurring at the angles of lips after fever or other illnesses. It is caused by the predominance of yellow bile and sanguine.
L4,348,274,C-65,Qurūḥ al-Shafatayn,قروح الشفتين,Ulcers of lips,Ulceration of the papules of lips.
L4,349,274,C-66,Bawāsīr al-Shafatayn,بواسير الشفتين,Epithelioma of lips,A type of growth occurring at the lower lip. The shape of this growth is similar to that of a pendunculated polyp or black coloured mulberry or small grape which is blue in colour. It is usually painless. It can spread to both lips and other parts of face. Its cause is the burnt sanguine which accumulates under the skin after rupture of the vessels. It causes aversion of lips outside. It can be benign or malignant in nature.
L4,350,274,C-67,Bayāḍ al-Shafatayn,بياض الشفتين,Vitiligo of lips,White discoloration of lips. It is caused by predominance of phlegmatic fluids and decreased heat of the organs of the body.
L4,351,274,C-68,Ikhtilāj al-Shafatayn,اختلاج الشفتين,Trembling of lips,Trembling of lips due to involvement of stomach which is accompanied with nausea. It can also be due to the involvement of nerve which supplies lips. Tremors and facial paralysis are its prodromal symptoms.
L4,352,274,C-69,Taqashshur al-Shafatayn,تقشر الشفتين,Chapped lips,Desquamation of lips.
L4,353,274,C-70,Taqalluṣ al-Shafatayn,تقلص الشفتين,Contracture of lips,A congenital abnormality of lips in which the upper lip is contracted upwards otherwise it may be due to spasm either evacuative or congestive.
L4,354,274,C-71,Tashaqquq al-Shafatayn/ Shaqūq al-Shafatayn,تشقق الشفتين/ شقوق الشفتين,Cracked lips,Cracking of lips due to dryness.
L4,355,274,C-72,Iltihāb al-Fam Buthūrī,التهاب الفم بثوري,Follicular stomatitis,Inflammation of mouth characterized by the presence of inflammatory patches on the mucous membrane of mouth.
L4,356,274,C-73,Iltihāb al-Fam Qurūḥī,التهاب الفم قروحي,Ulcerative stomatitis,Inflammation of mouth marked by ulcers of the mouth.
L4,357,274,C-74,Iltihāb al-Ghudda al-Rīqiyya,التهاب الغدة الريقية,Sialadenitis,Inflammation of salivary glands.
L4,358,274,C-75,Waja‘ al-Asnān,وجع الاسنان,Odontolgia/ Toothache,Pain of the teeth which may be due to 1. hot impaired temperament with swelling 2. cold impaired temperament of teeth or its nerve 3. involvement of stomach/accumulation of putrified humours in the stomach 4. dental caries 5. cold and coryza 6. decay of teeth. 
L4,359,274,C-76,Tazayyud al-Asnān,تزيد الاسنان,Odontitis,Increase in the level of teeth which can be due to inflammation.When this inflammation is <em>Damawī</em> (sanguineous) in nature the increase is accompanied with pain. When the inflammation is <em>Balghamī</em> (phlegmatic) in nature this increase will be without pain.
L4,360,274,C-77,Taghayyur Lawn al-Asnān,تغيرلون الاسنان,Discolouration of teeth,"Discolouration of teeth caused by the infiltration of morbid humours in the teeth. In this condition colour of teeth becomes blue, violet, or yellow depending on the humour involved."
L4,361,274,C-78,Ṣarīr al-Asnān,صرير الاسنان,Odontoprisis,"Grinding of teeth during sleep. The condition usually occurs in children and subsides during adolescence. It is caused by the weakness of muscles of jaws. It is a prodromal symptom of paralysis, facial paralysis or epilepsy as there is an accumulation of fluid in nerves. The condition also occurs due to worm infestation and morbid humours which irritate the brain. It may also occur in severe pain."
L4,362,274,C-79,Taḥarruk al-Asnān,تحرك الاسنان,Odontoseisis,"Loosening of teeth caused by old age, trauma, acute inflammation of the gums, general debility, anaemia, decay of gums and flaccidity of muscles."
L4,363,274,C-80,Suqūṭ al-Asnān,سقوط الاسنان,,"Falling of teeth caused by old age, trauma, anaemia, etc."
L4,364,274,C-81,Ta’akkul al-Asnān,تاكل الاسنان,Dental caries,"Decaying of teeth due to old age, predominance of dryness and putrified humours."
L4,365,274,C-82,Tafattut al-Asnān/ Takassur al-Asnān,تفتت الاسنان/ تكسر الاسنان,,Breaking of teeth.
L4,366,274,C-83,Tanaqqub al-Asnān,تنقب الاسنان,Dental cavities,Cavities formed in the teeth due to the presence of putrified humours. It is an advance stage of dental caries
L4,367,274,C-84,Ḥikka al-Asnān,حكة الاسنان,Dental irritation,"Itching or irritation of teeth caused by intake of water mixed with salt, sulphur, etc. and intake of diets or food which produce acrid humours and may cause itching of the whole body."
L4,368,274,C-85,Ḍirs,ضرس,Dental anaesthesia,Insensitivity of teeth due to astringent and sour humour which causes roughening of teeth.
L4,369,274,C-86,Dhahāb Mā’ al-Asnān,ذهاب ماء الاسنان,Dental hyperaesthesia,Increased sensitivity of teeth due to loss of its upper most covering. In this condition there is increased sensation to cold and hot things.
L4,370,274,C-87,Dūd al-Asnān/ Qādiḥ,دود الاسنان/ قادح,,A condition in which pain of the teeth is caused by the presence of worms in them. It may damage the roots of teeth.
L4,371,274,C-88,Waram al-Litha,ورم اللثة,Gingivitis,"Inflammation of gums that can be of three types: <em>Ḥārr</em> is characterised by severe pain, <em>Ḥumra</em> has severe pain, burning and redness of gums. <em>Balghamī</em> has less pain and white swollen gums."
L4,372,274,C-89,Litha Dāmiya,لثہ داميہ,Bleeding gums,Bleeding from the gums due to the weakness to the digestive faculty of gums because of which gums cannot use the blood for their nutrition.
L4,373,274,C-90,Qurūḥ al-Litha,قروح اللثة,Gingival ulcers,"Ulcers of the gums which are of two types: 1. simple ulcers, 2. infected ulcers."
L4,374,274,C-91,Nawāṣīr al-Litha,نواصير اللثة,Pyorrhoea alveolaris,"Perforating ulcers of the gums from which there is continuous discharge of pus due to inadequate dental hygiene. In this condition, gums become spongy and swollen."
L4,375,274,C-92,Istirkhā’ al-Litha,استرخاء اللثة,Spongy gums,Flaccidity of the gums in which they become spongy.
L4,376,274,C-93,Laḥm Zā’id fi’l Litha,لحم زائد في اللثة,,Inflammatory condition which occurs in the molar teeth and creates a foreign body sensation in the teeth.
L4,377,274,C-94,Taqayyuḥ al-Litha,تقيح اللثة,Pyorrhoea,Formation of pus in the gums.
L4,378,274,C-95,Bolas,بولس,Gingival hypertrophy,Hypertrophy of gums in between the teeth is known as <em>Bolas</em>. This is treated surgically by removing the excess growth of gums.
L4,379,274,C-96,Fārūlas,فارولس,Gingival abscess,A small abscess on the gums. It should be punctured to remove pus from it.
L4,380,274,C-97,Khunāq/ Dhabḥa,خناق/ ذبحہ,Ludwig’s angina,"Its literal meaning is choking. It is an inflammation of external pharynx and larynx or muscles of upper part of oesophagus. The condition leads to difficulty in breathing and swallowing. Depending on the humours involved it is divided into four types i.e. <em>Khunāq Damawī</em> (sanguineous), <em>Ṣafrāwī</em> (bilious), <em>Sawdāwī</em> (melancholic), and <em>Balghamī</em> (phlegmatic). "
L5,381,380,C-97.1,Khunāq Wabā’ī/Waram al-Ḥanjara Ḥādd Ghishā’ī/Khunāqī,خناق وبائي/ ورم الحنجرة حادغشائي/ خناقي,Diphtheria,A severe type of inflammation of internal muscles of pharynx or larynx which is infectious in nature. This is accompanied with the formation of false membrane in the pharynx.
L5,382,380,C-97.2,Khunāq Kalbī,خناق كلبي,,The inflammation of internal muscles of larynx which in turn leads to change of voice similar to that of a dog.
L4,383,274,C-98,Waram-i-Ḥalaq,ورم حلق,Pharyngitis,The inflammation of pharynx.
L5,384,383,C-98.1,Waram al-Ḥalaq Khārijī,ورم الحلق خارجي,Acute pharyngitis,External inflammation of pharynx. It is of two types i.e. <em>Damawī</em> (sanguineous) and <em>Balghamī</em> (phlegmatic).
L4,385,274,C-99,Khurāj Ḥalaqī Khalfī,خراج حلقي خلفي,Retropharyngeal abscess,It is the abscess of the posterior part of pharynx.
L4,386,274,C-100,Suqūṭ al-Lahāh,سقوط اللهاة,Uvuloptosis,Literal meaning of <em>Suqūṭ</em> is “to drop or fall”. In this condition uvula becomes flaccid and hangs loosely in the throat. Patient feels a foreign body sensation in the throat. On examination the elongated uvula can be seen easily. Sometimes it becomes so elongated that the patient feels difficulty in swallowing the food and coughs frequently. It is caused either due to the predominance of blood or phlegm in the body.
L4,387,274,C-101,Waram-i-Lahāt,ورم لہات,Uvulitis,"It is the inflammation of uvula caused by predominance of sanguine, yellow bile, phlegm or black bile. Most often it occurs due to infiltration of catarrhal fluids from head in to it."
L5,388,387,C-101.1,Waram-i-Lahāt Damawī,ورم لہات دموي,Sanguineous uvulitis,"A type of inflammation of uvula caused by the predominance of sanguine and is characterized redness, burning sensation and swelling with little pain."
L5,389,387,C-101.2,Waram-i-Lahāt Ṣafrāwī,ورم لہات صفراوی,Bilious uvulitis,"A type of inflammation of uvula caused by the predominance of <em>Ṣafrā’</em> (yellow bile). It is characterized by severe inflammation, piercing pain, excessive thirst and dryness of mouth, etc."
L5,390,387,C-101.3,Waram-i-Lahāt Balghamī,ورم لہات بلغمی,Phlegmatic uvulitis,A type of inflammation of uvula caused by the predominance of <em>Balgham</em> (phlegm). It is characterized by whitish swelling with lesser pain.
L5,391,387,C-101.4,Waram-i-Lahāt Sawdāwī,ورم لہات سوداوی,Melancholic uvulitis,"A type of inflammation of uvula caused by the predominance of <em>Sawdā’</em> (black bile). It is characterized by black, firm swelling along with blackening of palate, tongue and sour taste of mouth."
L5,392,387,C-101.5,Waram-i-Lahāt Nazlī,ورم لہات نزلی,Catarrhal uvulitis,A type of inflammation of uvula caused by infiltration of catarrh into uvula.
L4,393,274,C-102,Tashannuj al-Bal‘ūm,تشنج البلعوم,Pharyngeal spasm,The spasm of muscles of pharynx.
L4,394,274,C-103,Tashannuj al-Ḥanjara,تشنج الحنجرة,Laryngismus,The spasm of muscles of larynx with stridor.
L4,395,274,C-104,Waram al-Ḥanjara,ورم الحنجرة,Laryngitis,The inflammation of larynx.
L5,396,395,C-104.1,Waram al-Ḥanjara Ḥādd,ورم الحنجرة حاد,Acute laryngitis,Acute inflammation of larynx.
L5,397,395,C-104.2,Waram al-Ḥanjara Ḥādd Nazlī,ورم الحنجرة حاد نزلي,Catarrhal laryngitis,Acute inflammation of larynx accompanied with cold and catarrh.
L5,398,395,C-104.3,Waram al-Ḥanjara Ḥādd Tahabbujī,ورم الحنجرة حاد تهبجي,Oedematous laryngitis,Acute inflammation of larynx accompanied with oedema/swelling of larynx.
