levels,tid,pid,wordcode,code,word,translation,definition,refn
L6,419,418,குகரன மெய் சூதகதடை,GBA1.1,Kukarāṉa Mey Cūtaka Taṭai,Pathological true amenorrhea,"It is characterized by amenorrhea due to congenital defects in the genital organs,harmonal dysfunction,It is explained by derangement of vatham and pitham.In the body constituents ,senner is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-28"
L6,420,418,போலி சூதக தடை,GBA1.2,Pōli Cūtaka Taṭai,Cryptomenorrhoea,"It is characterized by amenorrhea due to congenital malformation of the genital organs and stagnation of the menstrual bleeding in the vagina.It is explained by derangement of vatham and pitham.In the body constituents ,senner is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-27"
L4,421,408,சூதக வளி,GC,Cūtaka Vaḷi,Dysmennorrhea,,
L5,422,421,வளி,GCA,Vaḷi,Dysmennorrhea classified under vali,,
L6,423,422,அக சூதக வளி,GCA1.1,Aka Cūtaka Vaḷi,Dysmennorrhea due to reproductive organ diseases,"It is characterized by pain in the lower abdomen from the first day of menstrual cycle during the child bearing age of women.It is explained by derangement of vatham.In the body constituents ,senner is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-34"
L4,424,408,கழலை,GD,Kaẕalai,Tumour,,
L5,425,424,ஐயம்,GDC,Aiyam,Tumour classified under Aiyam,,
L6,426,425,கருப்பைதசை வன்கழலை,GDC1.1,Karuppaitacai Vaṉkaẕalai,Endometrial carcinoma/sarcoma,"It is characterized by pain in the lower abdomen due to tumors in the walls of uterus,menorrhagia,frequency of micturition.It is explained by derangement of vatham.In the body constituents ,oon is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-63"
L6,427,425,கருப்பை காம்பு கழலை,GDC1.2,Karuppai Kāmpu Kaẕalai,Tumors in cervix,"It is characterized by polyps from the inner layer (endometrium) of uterus extending to cervix,post coital bleeding.It is explained by derangement of kapam.In the body constituents ,oon is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-65"
L4,428,408,கர்ப்ப கிரணி,GE,Karppa Kirāṇi,Diarrhoea during pregnancy,,
L5,429,428,வளி,GEA,Vaḷi,Diarrhoea during pregnancy classified under vali,,
L6,430,429,கர்ப்ப கிரணி,GEA1.1,Karppa Kirāṇi,Diarrhoea during pregnancy,"It is characterized by diarrhea,pain in the limbs,jaundice,vomit,and prolapse of uterus in the post partal stage.It is explained by derangement of vatham.In the body constituents ,saaram is affected.","Anonymous(2005)Yugi vaithiya sinthamani,(2nd edition)Chennai;Dept of Indian medicine and homeopathy P-200"
L4,431,408,பெரும்பாடு,GF,Perumpāṭu,Menorrhagia,,
L5,432,431,வளி,GFA,Vaḷi,Uterine bleeding classified under Vali,,
L6,433,432,வாத பெரும்பாடு,GFA1.1,Vāta Perumpāṭu,Menorrhagia due to increased vali,"It is characterized by head ache,low back pain,myalgia,cramps and profuse bleeding per vagina.It is explained by derangement of vatham.In the body constituents ,senneer is affected.","Anonymus(2005)Yugi vaithiya sinthamani,(2nd edition)Chennai;Dept of Indian medicine and homeopathy P-234"
L5,434,431,அழல்,GFB,Aẕal,Menorrhagia classified under Azhal,,
L6,435,434,பித்த பெரும்பாடு,GFB1.1,Pitta Perumpāṭu,Menorrhagia due to increased pitham,"It is characterized by indigestion,inflammation of vagina,anemia,profuse bleeding with clots.It is explained by derangement of pitham.In the body constituents ,senneer is affected.","Anonymus(2005)Yugi vaithiya sinthamani,(2nd edition)Chennai;Dept of Indian medicine and homeopathy P-234"
L6,436,434,அசாதாரண பெரும்பாடு,GFB1.2,Acātāraṇa Perumpāṭu,Dysfunctional Uterine Bleeding,"It is characterized by profuse bleeding per vagina irrespective of any defect in the reproductive organs .It is explained by derangement of vatham.In the body constituents ,senneer is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-31"
L6,437,434,சாதாரண பெரும்பாடு,GFB1.3,Cātāraṇa Perumpāṭu,Abnormal uterine bleeding,"It is characterized by defects in reproductive organs,hormonal imbalance,profuse bleeding during menstruation.It is explained by derangement of vatham.In the body constituents ,senneer is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-31"
L5,438,431,ஐயம்,GFC,Aiyam,Menorrhagia classified under aiyam,,
L6,439,438,சேத்தும பெரும்பாடு,GFC1.1,Cētuma Perumpāṭu,Menorrhagia due to Aiyam,"It is characterized by foul smell,tachycardia,giddiness,and pale coloured bleeding per vagina.It is explained by derangement of kapam.In the body constituents ,senneer is affected.","Anonymus(2005)Yugi vaithiya sinthamani,(2nd edition)Chennai;Dept of Indian medicine and homeopathy P-235"
L5,440,431,முக்குற்றம்,GFD,Mukkuṟṟam,Menorrhagia classified under Mukutram,,
L6,441,440,தொந்த பெரும்பாடு,GFD1.1,Tonta Perumpāṭu,Menorrhagia due to mukutram,"It is characterized by clots in the bleeding,foul smell,exessive salivation with profuse blleeding.It is explained by derangement of mukkutram.In the body constituents ,senneer is affected.","Anonymus(2005)Yugi vaithiya sinthamani,(2nd edition)Chennai;Dept of Indian medicine and homeopathy P-235"
L4,442,408,மகளிர் வெள்ளை நோய்,GG,Makaḷir Veḷḷai Nōy,Leucorrhea,,
L5,443,442,அழல்,GGB,Aẕal,Leucorrhea classified under azhal,,
L6,444,443,வெள்ளை நோய்,GGB1.1,Veḷḷai Nōy,Leucorrhea,"It is characterized by thick ,white vaginal discharge,pain,or burning sensation in the external genitalia .It is explained by derangement of pitham.In the body constituents ,saaram is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-57"
L4,445,408,யோனி நோய்கள்,GH,Yōṉi Nōykaḷ,Vaginal Diseases,,
L5,446,445,வளி,GHA,Vaḷi,Vaginal Diseases classified under vali,,
L6,447,446,சூலை யோனி,GHA1.1,Cūlai Yōṉi,Vaginismus,"It is characterized by pricking pain,irritation and inflammation in the vagina,resulting in cervical incompetance .It is explained by derangement of vatham.In the body constituents ,oon is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-51"
L6,448,446,வாத யோனி,GHA1.2,Vāta Yōṉi,Vaginitis due to increased vatham,"It is characterized by lymphadenitis,,vaginal discharge,swelling,soreness and vaginal flora. It is explained by derangement of vatham.In the body constituents ,oon is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-48"
L6,449,446,வலி யோனி,GHA1.3,Vali Yōṉi,Vaginal pain and thickening of vaginal wall,"It is characterized by vaginal atrophy,pain and damage in vaginal mucosa. It is explained by derangement of vatham.In the body constituents ,oon is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-50"
L6,450,446,வடி யோனி,GHA1.4,Vaṭi Yōṉi,Yellowish vaiginal discharge and diarrhoea,"It is characterized by diarrhoea,pain in the pelvic area for those having recurrent intercourse . It is explained by derangement of vatham.In the body constituents ,oon is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-52"
L6,451,446,தூலித யோனி,GHA1.5,Tūḷita Yōṉi,Thickening and numbness of vagina,"It is characterized by inflammation of vagina,dyspareunia for those having recurrent intercourse . It is explained by derangement of vatham.In the body constituents ,oon is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-53"
L6,452,446,பூப்புகால யோனி,GHA1.6,Pūppukāla Yōṉi,Vaginitis with Low back pain and groin pain,"It is characterized by inflammation of vagina for those having recurrent intercourse before puberty . It is explained by derangement of vatham.In the body constituents ,oon is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-54"
L5,453,445,அழல்,GHB,Aẕal,Vaginal Diseases classified under Azhal,,
L6,454,453,பித்த யோனி,GHB1.1,Pitta Yōṉi,Vaginitis due to increased pitham,"It is characterized by foul smelling vaginal discharge,fever and thirst . It is explained by derangement of pitham.In the body constituents ,senneer is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-49"
L6,455,453,குருதி யோனி,GHB1.2,Kuruti Yōṉi,Vaginal ulcers,"It is characterized by itching,pricking pain and ulcers in vagina . It is explained by derangement of pitham.In the body constituents ,senneer is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-49"
L6,456,453,குருதி சீழ்யோனி,GHB1.3,Kuruti Cīẕ Yōṉi,Discharge of blood and pus from vagina,"It is characterized by foul smelling discharge with pus,inflammation extending upto uterus. It is explained by derangement of pitham.In the body constituents ,senneer is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-50"
L6,457,453,கொதிப்பு யோனி,GHB1.4,Kotippu Yōṉi,Vaginosis causing infertility,"It is characterized by irritation and high temperature in vagina leading to abortion . It is explained by derangement of pitham.In the body constituents ,senneer is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-50"
L6,458,453,சுட்க யோனி,GHB1.5,Cuṭka Yōṉi,Vaginal atrophy due to intercourse during menses,"It is characterized by dyspareunia,oliguria for those having sexual intercourse during menstuation . It is explained by derangement of pitham.In the body constituents ,oon is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-51"
L6,459,453,சிவப்பு யோனி,GHB1.6,Civappu Yōṉi,Vaginal herpes,"It is characterized by brick red colouration of vagina,ulcers and inflammation.It is explained by derangement of pitham.In the body constituents ,senneer is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-52"
L6,460,453,நபுஞ்சக யோனி,GHB1.7,Napuñcaka Yōṉi,Swollen vagina after intercourse,"It is characterized by frigidity and atrophy of breast for those having intercourse with men having penis disorders . It is explained by derangement of pitham.In the body constituents ,oon is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-53"
L6,461,453,அதிசாரண யோனி,GHB1.8,Aticāraṇa Yōṉi,Dyspareunia due to incompatability of external geitalia,"It is characterized by swellen vagina with intense pain due to intercourse with male having enlarged panis . It is explained by derangement of pitham.In the body constituents ,senneer is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-53"
L6,462,453,கிருமி யோனி,GHB1.9,Kirumi Yōṉi,Pathological discharge of vagina,"It is characterized by inflammation,intense itching and discharge in vagina . It is explained by derangement of pitham.In the body constituents ,senneer is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-54"
L6,463,453,விபரித யோனி,GHB1.10,Viparīta Yōṉi,Vaginitis due to sexual perversions,"It is characterized by inflammed vagina for lusted women . It is explained by derangement of pitham.In the body constituents ,oon is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-55"
L5,464,445,ஐயம்,GHC,Aiyam,Vaginal Diseases classified under Aiyam,,
L6,465,464,ஐய யோனி,GHC1.1,Aiya Yōṉi,Vaginitis due to increased iyyam(leukoplakia),"It is characterized by intense itching in the pubis ,ulcers in the vagina. It is explained by derangement of kapam.In the body constituents ,senneer is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-49"
L6,466,464,கோழை யோனி,GHC1.2,Kōẕai Yōṉi,Post-partalvaginal discharge,"It is characterized by lochia alba in puperal stage ,one week after delivery . It is explained by derangement of kapam.In the body constituents ,senneer is affected.","Venugopal,P.M(1971),Magalir maruthuvam(1st edition)Chennai;Director,Stationary and printing,For Govt.of T.N,P-51"
